review_id,order_id,review_score,review_comment_message,sentiment
7d26b66c92ddeb65927888909571fec7,94843ea453d12bb3fc1b4b2f73cb1f82,3,Reasonable product for the price point.,neutral
e61505350144c078f0cb02745a9dc211,49255b429bbe9a429b8bc9f7d77a2b99,4,Really good product overall. Minor packaging issue but nothing major.,positive
725aeb395e9f0d84b98dcda02fc54563,4cd513ff3d4f0c420dca1f9f0b98163f,5,Great value for money. Couldn't be happier.,positive
ae53c6d86559f1493a723680060f9adb,95ac7877d664b64345e78a8ff3003730,5,Delivered on time and works perfectly. Very satisfied.,positive
1df021a4ade676ec13536ce69427b81f,a7b6379e7ca83fc534678ad86108cff7,5,Fantastic! My go-to from now on.,positive
750765a8f6cdf43e90a057a8edb34327,a3bebc15aac7ca437c445ca941e5d152,5,"Amazing product, exceeded my expectations.",positive
b547332d673375ece6be13b2f1def3f3,53de6ea93af62b738a4db248255fd504,5,Delivered on time and works perfectly. Very satisfied.,positive
3cf4aaa7f15e480d968c98623517811b,388d683431db37774946413cbb22210b,1,Complete waste of money. Nothing like the description.,negative
c62fad0a8dd9f5af876adc1e2041758d,00337fe25a3780b3424d9ad7c5a4b35e,5,"Excellent quality, arrived quickly. Very happy with my purchase.",positive
a076ff9745a0178deba964b3d84b61be,5640c538d7b7c20a69fcc754ad83219d,4,"Works well, does exactly what it says. Solid buy.",positive
bdf29b2ddafbbf1c618d518b6f8344d0,ee5cda8e001e5e116ecfadae037c5b1e,4,Pleased with this. A few small improvements could make it perfect.,positive
8e84da63aa83e1125ff5f3a659a464c2,e682e9539c5643a19c747047530825e6,4,"Works well, does exactly what it says. Solid buy.",positive
7bdf034c9efcadc0e87ab603a4e6555d,c063af469224d02e7e9bcb0b1e46583c,5,Super impressed with the quality for the price.,positive
4a48239f552622766fc0f614694413fc,e1509672293750128968e3d0089e1b5d,5,Top quality product. Will definitely be ordering more.,positive
6c045aad6deb93684b800d67d83f583a,b74d9d05094d192b78eec20610faec65,1,Awful product. Returning immediately.,negative
954a67f60ee2469770cb16ca327a1d7d,91dffa2edbd51a725ad5a704d4635b1f,5,"Wow, this is even better than I expected!",positive
3c48556f54bf91612f3392e625312258,a3069ca25adcd219ca2358ca58f46bdc,5,Super impressed with the quality for the price.,positive
a43480f5fa30c53123861051a59982f6,8210bb31459a84e6b7e5c42367d1c127,1,Awful product. Returning immediately.,negative
df4723f985e966097ce9261fc3bd216e,a8b89a642249efed782ce25e1798925c,5,"Five stars, no complaints at all. Would buy again.",positive
bab7153b147a35290bf096f5a67567df,d959ee7331f023b51bfaa71be6f7342d,5,"Wow, this is even better than I expected!",positive
c37a0e51e5df82bdb55d38ff0ffb6af3,ba78997921bbcdc1373bb41e913ab953,5,Great value for money. Couldn't be happier.,positive
e4d76f28d193b4d723a5b58c61d67e5e,45356b921c317565a85a7830994e288f,1,Terrible quality. Broke after first use.,negative
3cd101d17477933daa621dde8607be7e,40e1718e2f960a6ef0a449a2d62c8684,5,Top quality product. Will definitely be ordering more.,positive
73558a33064640c12dffb95f6a9a9b36,3adc794e637a2ef67f006b35b36904a4,5,Absolutely love this! Exactly what I needed.,positive
8934d716823c1160134638b17a6d10f3,de99d6864fd63eb9c2efdcf1432b5140,1,Never arrived. Very frustrating experience.,negative
cf27a93fecbdcba7f825b76cf9256cb6,0b710815eacb6ac13165d4cf70dbd5cf,5,Super impressed with the quality for the price.,positive
2998c7c8581528db19796a0f9124660d,4e52da2f158abdf42c94b06eacf0eb60,4,Pretty good! Slight colour difference from the photo but still nice.,positive
607957a0a16be63148e7e51fc2b7c1a5,50be1d483c83bc791be7bad19a5b2cfe,1,Never arrived. Very frustrating experience.,negative
56c8f700e215a95364894c2c08710898,65f3fd49c769a2d6de1aba25b6a5b8d0,4,Pleased with this. A few small improvements could make it perfect.,positive
0b5c8a5de69548f277a793e3a65fbaa9,013bc5ce14f856d31efc8bebdc3a278f,5,Best purchase I've made in a while. Highly recommend!,positive
2cc2e55106f490fb626a145a379336a9,fa324c91752b47b6cc59296bcb53ebdd,5,"Five stars, no complaints at all. Would buy again.",positive
84d41c62e1c80bff346a9f6c1536ad71,b041fef38844f3b487478d3c16c3ff90,5,Great value for money. Couldn't be happier.,positive
a56dacce66edec8595a2665a5735da1d,d5bac5448a70372042b7f46473e048f0,4,"Solid product, meets expectations. Would recommend.",positive
7963daba05cecdf6dd97d8227f737e7a,55aa5052d111a948144ba6bcbc4016ef,3,Took ages to arrive. Product itself is fine though.,neutral
bd1ce25f230d3b1bb1e1a34f53b9fc8a,e1d010e4693683466fcd40145f3c084f,5,Delivered on time and works perfectly. Very satisfied.,positive
3beaa4beb9e2208c065d77e6f3d37bb2,d7289e919ed445fbccb678459efd3154,5,Perfect! Works great and looks even better.,positive
8cd0784155d0a75b67fc342989c852d9,31fca6f177220b53db96805f70b9fe3f,4,Pleased with this. A few small improvements could make it perfect.,positive
e0c8dfe830037d1b7011b3acd4ad2836,9797fc9d23d5187db0924184bc5cca44,5,Great value for money. Couldn't be happier.,positive
99140f10412a12d3e3e9bd1c5bbc140b,88822075f4a40a08341559346c171018,5,Perfect! Works great and looks even better.,positive
643d8cff5e7fe318fe27ab0dca3116c8,c05002c71f007c6a4056ca538113e991,4,"Works well, does exactly what it says. Solid buy.",positive
b7ce5a0a606b61681caee5b8cdd3fcbd,0690b2d9b983cf580f407531575622c5,1,Product was damaged on arrival. Requesting a refund.,negative
db7011f989e4281b6e76bd3d419075f7,e94197623546186601aa880a31269468,4,Nice product. Would have given 5 stars but delivery was slow.,positive
3a52f280df7ee713961eebe51e6067ae,6ded0b6cf54a34efba0b47373230a63b,5,Perfect! Works great and looks even better.,positive
6afe9fe66dc6df94d54ac0197c06622d,391ec86bcb1a950ce354c51d7f0b1b9b,5,Best purchase I've made in a while. Highly recommend!,positive
3e3fd6602c756d36e25a0cce40b9a2d9,46ba2cde3624acc8577b0e45af4c67b9,5,Great value for money. Couldn't be happier.,positive
e225453542988d76cc05f54739ee4cf8,27c60cfbe4965270943d7cdab0989038,5,Best purchase I've made in a while. Highly recommend!,positive
8e30bdd39bdc94dc228904ea3651aacd,8cd3e75c8ad12626a94cb60ebee43613,5,Best purchase I've made in a while. Highly recommend!,positive
0336f2afe07b9a60efc34e9c4bc09fde,df65602000ffdf593af0979d8c8a8544,1,Terrible quality. Broke after first use.,negative
3df0708477b73ac2df2f7de5a0509f3c,90c6e60786251825a184d18d6a4718bb,5,"Wow, this is even better than I expected!",positive
cfd58fc9c2ed69eabee1599646f0408b,3cd0599300d9ec0cf571c875db7392b4,5,Absolutely love this! Exactly what I needed.,positive
ef5eca248cbc5096a988c4c5331d42eb,a96e4916afbe040afbe005d10eb41523,5,"Wow, this is even better than I expected!",positive
9caa536f87140c41041b1a0bfd46fb82,97d6279a91ffe03ed63041acff508488,5,Absolutely love this! Exactly what I needed.,positive
bc4394b59909786f7c6a9c622af3e43a,7497aef0a44235d9716819a06ae3d1b8,5,Best purchase I've made in a while. Highly recommend!,positive
3a677d71b6e4d6c1831879991def3669,ffa4b16322a614306db6981043a52056,5,"Excellent quality, arrived quickly. Very happy with my purchase.",positive
1a5f12d8cc674186bd3dc723e48d7aa3,87ab9ab3d80a94a8bf706297277c0f16,4,"Very good, just took a bit longer to arrive than expected.",positive
4fa49d7e9343841d7ca0288f892a1dc7,4d3889f52fc68c6517bc1c164c35ae49,5,Top quality product. Will definitely be ordering more.,positive
02de20a5d08962dd0eba1f0ad028e2a9,d054cc37dea401636693e25d78222470,5,"Wow, this is even better than I expected!",positive
27a7db9c500f6f26fecf128c7ef92fa9,138231385802e09f83a82cf35bc5f4aa,5,Super impressed with the quality for the price.,positive
81be3d46fabf3575cc1544ea854549de,fc32248629afaea92d59f7086de552d3,1,Terrible quality. Broke after first use.,negative
e14a30f2ab8b131f684039d00bf9c1e5,0670e42d70788dc30446908644d4cd74,3,Decent quality but packaging could be better.,neutral
7fbb8e9c6d237e733fe242d10169d673,4bd99e53cba81bfc30dea95659b864e7,3,"Mixed feelings. Some aspects are good, others not so much.",neutral
b2bb887e65251425780c1ad85af8e23f,bcd050a34214fa492826f945e3425650,1,Never arrived. Very frustrating experience.,negative
12cbb5461aac2f9f9aad42a121da1c70,82ee5cb36361d105c438c357e9926473,5,Perfect! Works great and looks even better.,positive
8492232c9b86dd88475b525465b414fd,9312a513c9aa606d098a856e87a68d33,5,Best purchase I've made in a while. Highly recommend!,positive
982f2d0436c522bf79e87c3407b19e92,20d69c16639be3f1e32de06430505970,5,Delivered on time and works perfectly. Very satisfied.,positive
2ba08fa0cca54ade2607faafa1a0c2b5,3c90356d0505af8fad4231e48886ba3e,4,Nice product. Would have given 5 stars but delivery was slow.,positive
d02a42ab7e6432123cec635bbc0f623c,ef2ad8ca843fcd41ef3395b5f31e5930,1,Never arrived. Very frustrating experience.,negative
866ff2cf5044b034e36684c88bd43370,620ddc9fbe3e445676a8e71d4a830821,5,"Amazing product, exceeded my expectations.",positive
ef72d0dafbe0964e5464f87e7873cd34,6ab534505fb57203e69d50a39a28603f,5,Best purchase I've made in a while. Highly recommend!,positive
bec24539fa9b81a9cb6b5e14959899dc,f98fd69be8fcd65fd0c873c48e21bc44,5,Perfect! Works great and looks even better.,positive
f051af10f18550c22c60d38d6b5e93b5,46b3fd7575085d6acefa04739e8c03a5,5,"Wow, this is even better than I expected!",positive
ab8eff9fc990a1a85c895244088ba818,daf2a6548710139ae39eec18beb70a17,5,Absolutely love this! Exactly what I needed.,positive
c2398ffc712a6b357c625a63ebeda77d,2b781b53b653523cf1337a742b71aed3,5,Delivered on time and works perfectly. Very satisfied.,positive
e7702e8e9b48e95f630f6e81212e332a,08b46ab06eaf71cf043929ebf277e280,5,Great value for money. Couldn't be happier.,positive
979249f5ed3e80611acad5e298b5edd3,836f8d90a17794db6d9c6112cd76ede9,4,"Very good, just took a bit longer to arrive than expected.",positive
ee83e98db1f3907221e95e4299604f41,be27ab7c550fcd6a7988396258c309f7,3,It's alright. Might look for alternatives next time.,neutral
624d68cf4009decea2d29e48d9a7bfb5,4d6dca1dbb561c5c5af9a4c8fbc38375,5,"Excellent quality, arrived quickly. Very happy with my purchase.",positive
ab37392a7760056d8184f873df6751ce,1d59b360ab8917af7b326a6e8709f2a1,2,Took forever to arrive and product was smaller than described.,negative
2cda57f4e271cfec6b3cd9d9095b5c63,fd8a4ea811ee69bff03043467e89ae9f,5,Perfect! Works great and looks even better.,positive
690da84b1a89434cb3ebb92392f9354f,420ab5f8b0999c674c7438c38ecdda17,5,Delivered on time and works perfectly. Very satisfied.,positive
42262e7ad3fc8bdf0c44f5b23d3fbc10,b411fc70fc2cf141b93d92f05f52d12d,5,Top quality product. Will definitely be ordering more.,positive
ec5476f1f303ec93ee902364bf7c4e8d,7db9d39a5077a2cbe00cfad310d2a938,5,"Wow, this is even better than I expected!",positive
abd1011b064326e09be265d6f58e49d3,608f10c703cf4a52527bfe0ae0afbddc,5,"Five stars, no complaints at all. Would buy again.",positive
636f9f81f9bd107fb457ca9af8b6c549,ed836a8fccba401754e0b283c9b32f09,5,Delivered on time and works perfectly. Very satisfied.,positive
d748d6e910e20e15256bca3d5fd666c5,ab8fb8695d598ca38617cc9ec507bbfb,5,Super impressed with the quality for the price.,positive
b6e03d17121a6623b361f8f04efb524e,6296cd93e0540917385ff96f03f3ad92,5,"Five stars, no complaints at all. Would buy again.",positive
f3893f07c77fdeb2feb6943f2aed1ade,27b21720ea6e7cdbd58f9948ec1be09b,4,Nice product. Would have given 5 stars but delivery was slow.,positive
a38316533ccf2d395e5d77e2cd6f1a0f,2baebe65c04491d526afff8c7b67703c,5,"Wow, this is even better than I expected!",positive
9cf85b7e131d5dcc5e01b524055c15b4,250feacc914cfbf84cd0779fdbbb785e,2,Wouldn't recommend. Doesn't match the description.,negative
cba08e7be96042523ad398e798454645,4de5beb49e4389e91971200bacf4e024,1,Terrible quality. Broke after first use.,negative
240e776248e7ab8a91d3c268a6578ffb,330e2bf62773e756f26a7b39ca758c08,3,Took ages to arrive. Product itself is fine though.,neutral
d4ed4afb4bbbade074209e76aeb84cb4,a187e99908d89f2f863baf8785025570,5,Super impressed with the quality for the price.,positive
fd50614415226f64ae007d40b4196e8e,74d6693eb7494300ed4e2e9d6b7a79f1,5,"Wow, this is even better than I expected!",positive
10e58b7baf53a6d4d12a3bc41fbe471c,8135d95a571b0c0529ad5624a7f72ddc,5,Great value for money. Couldn't be happier.,positive
7cfc19a5f5b7bb3ea79adb3442895edb,3b20eefea25e9f7a1f09b7106c26da95,4,Happy with this purchase. Good quality for the price.,positive
00e01feb6938aee5869e30199ba1c494,2dc53ae306319cbe8fc0db9a38bda89f,5,Absolutely love this! Exactly what I needed.,positive
149739f04a1dab5c0afc309ffbc49458,4dd8dee86cb2c39cd3cbd25210a727e5,1,Do not buy this. Extremely poor quality.,negative
94b7de0387c3929f95a2219a9a0e4d55,87a19a09b512b6691a4a97ea5748c501,4,Does the job well. Happy with my purchase.,positive
9ce6cc962bdad75923c6d9e26ba708c5,e706d614326b76f48f24d82f86c0b2ed,5,"Five stars, no complaints at all. Would buy again.",positive
48b290551decf06034ec68f48bcba7b0,8a37cae0305cc1e69d6f5d0629719e9a,1,Worst purchase I've ever made. Very disappointed.,negative
50b9abcff3d1fa120aa21f7664fabd3f,adac885fef6aa7cf2ae87956f4eb74c6,2,"Poor packaging, arrived slightly damaged.",negative
edd0dd19c5a78780c9136984ec8b1124,559dd36353b3c469b5115f4832333032,4,Nice product. Would have given 5 stars but delivery was slow.,positive
d380be09f1fb0c9a1cfc159c84522d83,98e54ac24cb241c366307ed88ae84902,4,"Works well, does exactly what it says. Solid buy.",positive
de79d011f8cd6567a315604d312626af,b701d65353872620da82e696574a589a,5,Fantastic! My go-to from now on.,positive
4c9f1cf4383407343c5b478baeb436cc,42a45127f74061de7399a762d9728197,5,"Wow, this is even better than I expected!",positive
d28bd79b4daceeb92722dc7e69dfff66,7c3797b7f047e4358a5b2f9b9cf2e927,5,Top quality product. Will definitely be ordering more.,positive
644146021150e191416e4d64ddf06408,e5b56ce7a1b3dd73d7425145a4319df5,1,Do not buy this. Extremely poor quality.,negative
8eaa0f64cf4c8dae5ce134773f0949f3,ab8aefb183a8140b544a1eba6a139101,5,Absolutely love this! Exactly what I needed.,positive
7c8fe3baee23083518d38d2122de7095,87d093c6d324b6721093e4582b061cf2,2,Took forever to arrive and product was smaller than described.,negative
df6e65c81aede3391dc80e5eda6a5f2f,67e2b633b65efc08fed5fb68e325761b,3,Decent quality but packaging could be better.,neutral
e7ecfb89fe70a57a57b8bfaf4c2a43be,9ed58fe0fbd409abc65188eb96c650ac,5,Absolutely love this! Exactly what I needed.,positive
2029a905c09da8a82ef7f9b73c0dfba0,7286bf3202c0810432f147c3ba4a5475,4,"Solid product, meets expectations. Would recommend.",positive
acbb8d892f3eb1bb4dbe6ae9904b92e8,cb1aefa2e40fed6fb68c34d30e3c0e7c,5,Super impressed with the quality for the price.,positive
b7360d82795da97e8f04e6f506260d56,27dddf4ebdd39e9cf4ec26a3499bd2af,5,Great value for money. Couldn't be happier.,positive
b2344f47de489bd3ecdb24a9fcabf066,968881fd0bc1fa8d068c381b3484223d,5,"Five stars, no complaints at all. Would buy again.",positive
d6f1cc819d1bad3951434f10547af951,49e720bd050835a646e0d5e8a89a42ea,5,Super impressed with the quality for the price.,positive
498596cfa15bb542493f1935dcca3ab9,ab37728868ab54d404aeb0398696940d,5,Delivered on time and works perfectly. Very satisfied.,positive
cef3c4ae15518743d5baf3da97d0749c,ce57e26ac36a4383eded595d2e878000,5,Top quality product. Will definitely be ordering more.,positive
14b6cd2b48508006f7a22b061e24d226,9642b13c114c03323a92dfa7aba902d7,4,Happy with this purchase. Good quality for the price.,positive
129a548e881a28ae3707e19c3d21d3f1,b667484df2bb8bef1e61788f1c7556f5,5,"Wow, this is even better than I expected!",positive
1b205b88dc9c3c2df8970d4e27926aa2,a427db09dd194740f13a3a2c7bcf38bc,4,"Good quality, comfortable and well made.",positive
2b70f6f8e9bffc74a48fc774677013bb,fba1d12a47dc097a456f2aeff9191f87,2,Took forever to arrive and product was smaller than described.,negative
775038877f3c507777081ff685e14a60,000f25f4d72195062c040b12dce9a18a,4,"Good quality, comfortable and well made.",positive
11dfc3c6b9be43cc4f09cd26b201c594,d2af9f29f103214f951dfb33055b8bd6,5,Fantastic! My go-to from now on.,positive
51fb9267e6687e5ab21e4539999188ed,6ee1cea1b2edcc713f83ebfbccbc57f9,5,Best purchase I've made in a while. Highly recommend!,positive
17bf199dad9351d93c2c7b35963b5e1a,bdda3ba1c505bc39ff2117e340280a74,1,Awful product. Returning immediately.,negative
35f71c119ace399625e16530a86d9205,0b8b249ad3dde632e5f162167e0b9f07,3,It's okay. Nothing special but does the job.,neutral
fb087c24180d09924b2c1823fbc48b64,1e6b3e9b3559f895fe71446d124303a8,3,"Mixed feelings. Some aspects are good, others not so much.",neutral
4a977be6ff6115fad1f9feca0aecb174,bf5fcdf1603bb35d981edec95d3ac6c8,5,Perfect! Works great and looks even better.,positive
c9ab1c686b5633e67249f04674b2e9df,3923e3ade70348985bd2ca389905cf19,4,"Solid product, meets expectations. Would recommend.",positive
92b5c426a14b8e8278cd78ee24d25f26,b123e22f74cd37a180bf61fe406c7ea4,5,"Wow, this is even better than I expected!",positive
be9332e5d4b31e7d98c30207917e8518,d07116348ed0d8c1a55ff50e9d1121fb,4,Does the job well. Happy with my purchase.,positive
6f16260823e6ad0ddf78ff9c13b03e19,c3f6ca70599b71e14f1ec5e9911ff186,5,"Wow, this is even better than I expected!",positive
8cdfc07d586b120ef327e7e3c02e388f,ddeb944cad8c597ee45d421a640f164e,1,Worst purchase I've ever made. Very disappointed.,negative
0a00e6f767718d0e305d38e37802eb75,d6fec3a661e51c21131372fae5ddda39,3,"Mixed feelings. Some aspects are good, others not so much.",neutral
2e964f101b6b084977d8b953c7bd9f0c,e40ab8f901bb919f04246d31ab76970c,3,Reasonable product for the price point.,neutral
31dcd2c9b736ee09306ee4d3a9e14ade,9a8d3b2e4543ffa98240222fd991ca73,5,Delivered on time and works perfectly. Very satisfied.,positive
d94d67e6db7ef963e2398c18d299ca9f,dbaaa77999c0f5d953d543efe0f080f9,5,"Excellent quality, arrived quickly. Very happy with my purchase.",positive
1cf31114ee072f2a8a392688d86256fc,a8c8bc6b914193c0cd473a615d8e6e1b,3,Took ages to arrive. Product itself is fine though.,neutral
ea90f2d663f846641b4afaa1c7b2c251,4e8b695203ce1447833493b8898ad943,5,Super impressed with the quality for the price.,positive
60a9e896bec8cc3ada143f2954262a25,ebe03df05336a64593a9d06ed6b09db5,2,Had issues from day one. Not worth the money.,negative
86bdfd49a3dc7c0b788a2ee74c8da5e7,36d60fb57f3153d3296bf4738b68fff1,5,Super impressed with the quality for the price.,positive
6aaf3b890430449a95819a425057e5ef,96521e809c9baf75bf1a6881d39e0d8e,1,Do not buy this. Extremely poor quality.,negative
b63d4b11d2951ba8125fc918d6e20093,9dd764f96e7bebcba02aa61d0785c173,4,"Works well, does exactly what it says. Solid buy.",positive
a6c62fe92a2fbe9405572c81ffc02cfc,ed79f88a78631eade029d1edbbe02881,4,Does the job well. Happy with my purchase.,positive
e4b1ec9083b0923019027e808b34e725,79ad637a926169cb9163785096512c03,4,Really good product overall. Minor packaging issue but nothing major.,positive
d978e0e8239942a82957caf4b10feebc,8e8da7dbcb4ce9a740af330846eafb90,5,Great value for money. Couldn't be happier.,positive
ff94c51999653c88c95b8e227c7d2d01,252ccbf5764c53809f99daee8815db09,5,"Excellent quality, arrived quickly. Very happy with my purchase.",positive
b5e488b41bd71db5161308b095e40293,d9d8dc6068a3a115e15bc276d53afc8e,4,Nice product. Would have given 5 stars but delivery was slow.,positive
3c28b9d1ec4829d83b67b26069bf73f0,efd5f6d335841ef212ce657580faf95d,4,"Solid product, meets expectations. Would recommend.",positive
3a3de20ee5b6e73dad4b7a905fcc97f3,141ad0192cfa16174e4fd0a1a7e7ba4a,5,Absolutely love this! Exactly what I needed.,positive
51d454d287608081ceb428a937ee6cbe,2fbf5b0affccbe063b648b85eb6480a8,4,"Very good, just took a bit longer to arrive than expected.",positive
8293e22d1ab5fc2b0c73995a9c1fa4eb,eb8ee5f8501215e35cbd211f85413fa3,5,Great value for money. Couldn't be happier.,positive
c7a3e6df17a6d5cb8f69a08e0533f3a4,17510720f670481600a76f4d188d7b5b,1,Complete waste of money. Nothing like the description.,negative
dd6e0f7168d75cd78769333f7630a036,fe410f8e89dafcaf2ce41a235c489299,3,Average product. Expected a bit more for the price.,neutral
7d2e93a40af09890f87ead31cafedf7e,08061d4bd888415d50ba941cbd4324da,5,Absolutely love this! Exactly what I needed.,positive
136c37d568421d9c5afa17b9012a0d9d,69cfaf72cc14e5d3ade9e5f121f74c19,5,"Amazing product, exceeded my expectations.",positive
2ca601b439a0be1861e3e1700ccd4b97,695f957c5e1c06e6e1669586890867f6,5,"Wow, this is even better than I expected!",positive
72a3b56208ce33f99ccded3626c27d9a,ffdd767d77c3322d78b286b6e8ecaf15,5,Best purchase I've made in a while. Highly recommend!,positive
ac3dc56801db84ea4578bb72f68cb6cd,cd2f659fa071787c2e90002891bbea4b,5,Top quality product. Will definitely be ordering more.,positive
5a992f18cbe0e3289a801ed891dcae43,772014e90d68acfafda19b12094adfc8,1,Awful product. Returning immediately.,negative
eaa6297f74e27381ffb5420fdd8c0b1d,54220fcc516cabe9ec84b210c0765ef2,5,Absolutely love this! Exactly what I needed.,positive
68b7fe1fe86aae1adec541751bb27994,2008d42068c636c1f2dfc2679457e8c9,2,Not great. Feels flimsy and poorly made.,negative
72ea10a0d0e55eae9402bc16fc341d28,1a949e19da7e100bd8220d2b47db7eec,5,Fantastic! My go-to from now on.,positive
215ff545e14eeb5040f7751e937f4f00,dc0ca34b53f7a8ca4217e1dd6b32496e,5,Perfect! Works great and looks even better.,positive
da1e88a4fd76a92a3e9bb41c2e7304cf,d691a7cd6c98cdda10a6861436c2f000,4,Pleased with this. A few small improvements could make it perfect.,positive
222d5c263c3787070d604a7214abbf14,3d34d8e3ea34d73617a75deea86ced48,5,"Five stars, no complaints at all. Would buy again.",positive
4a4bae4208145d1a79a1c6fc966aae81,f8798210932c38fb57575fd5b985e408,5,"Excellent quality, arrived quickly. Very happy with my purchase.",positive
e72cf012cafe7d7447a191d67ad0e18f,b29b6b47b5ee24d369956ae7e38d495b,5,Best purchase I've made in a while. Highly recommend!,positive
53488f1d9a2ba0f94675e30fb9b6f3c7,af4c2f98bd7bd3031e4e9f8db1b4e9db,3,Took ages to arrive. Product itself is fine though.,neutral
f6c97a9ff57c1a68576919c0bf7fc95b,3f47ec0b2559c907cfd0ba667d4674b3,5,Absolutely love this! Exactly what I needed.,positive
13f1b76f5fb806e49783206524a7c7c4,352c1b4ad4321180c659a1ab18d24752,5,"Five stars, no complaints at all. Would buy again.",positive
158db729feb93dff2ba1a6cbcc54191e,caa35247989b88633f114300d557a468,3,"Mixed feelings. Some aspects are good, others not so much.",neutral
7f7e2add7cf5fb7f20774551101a5904,91735aed391322fa8924dbce615566b8,5,Top quality product. Will definitely be ordering more.,positive
70647173717ce9e4ebef83e1a6667853,41ce93449a43ac04521c49ec611fd11b,5,"Five stars, no complaints at all. Would buy again.",positive
7fb35ed4eac7baf03920140db2d26eb3,fa3cc6b1b48c7b730f6c4c43e423c5aa,1,Product was damaged on arrival. Requesting a refund.,negative
c2af30e49ec2243e0206fd03fc80d65c,47337df7ad68b2516542cd62e78cec3d,1,Terrible quality. Broke after first use.,negative
824f94a365e8e52d4dc55ab025fe38b4,304f936dacbeaf1ba58639e6c57b4190,5,Best purchase I've made in a while. Highly recommend!,positive
2a5c65c80787fb6b578dbf78ea1fab21,985a676d446985001ace3f3768cfbf38,5,"Excellent quality, arrived quickly. Very happy with my purchase.",positive
52898afa2ce1c765c95706599e2e3963,62d4c5d34949afc8d73f2be9043e5ad4,5,Super impressed with the quality for the price.,positive
e03495d69b63d7a742b8176d9241af84,6e50c3286b2f4fef7e6adc496afd5b70,5,"Excellent quality, arrived quickly. Very happy with my purchase.",positive
91eb17073580456d9ea8fd749e57b776,aabd0efcccfbadac5e162e9ba42b1f28,5,"Wow, this is even better than I expected!",positive
451d333f7a5646e5b92c70f566126d3c,0990523dcb57830447203c2e6d8804d0,5,"Wow, this is even better than I expected!",positive
4ffce642e2d875cee1f58ae187621408,03ea970e60ecfa4b84a69ddc665262a5,5,"Excellent quality, arrived quickly. Very happy with my purchase.",positive
315ba11769bd548306b60d3067ba0bab,b9b90be72479c512c6ab9824a1ce256c,5,Delivered on time and works perfectly. Very satisfied.,positive
0e21dc29a51e02b14fed4a9c73495ff6,61ec926d48941b3edbd4b5d4aaed5356,5,"Amazing product, exceeded my expectations.",positive
4c66e7b06a10abcb43a6514d55ee9d00,d7265f36cbd2814e8be76a4fca48a1d8,5,"Excellent quality, arrived quickly. Very happy with my purchase.",positive
cfd51e80c7487bbb3a320940f01a72e2,c5cc5507fd7537da058bf67fb12d28af,4,Nice product. Would have given 5 stars but delivery was slow.,positive
f9ba06254a37b72b3b3497bf0ccc854c,d589713c55157332c231aee13c4a9120,1,Never arrived. Very frustrating experience.,negative
36c31ea2fb144fb09575df9702395af9,0ae3c4bb3c5a368054435dc7325c5696,3,Took ages to arrive. Product itself is fine though.,neutral
ebfc22faef849336c5f0e4ac9a8d97b3,43da1954a3ab906e70d25dff8fd0a3a0,5,Fantastic! My go-to from now on.,positive
52a9e73b9ab9a1e3418cd86d28c47450,5f00e80d3b9ae5d8410469f9f0ffd1bb,5,"Excellent quality, arrived quickly. Very happy with my purchase.",positive
311593000f83789cc7d89e37e032cb08,a1c6f504575eb7ce4a5194a3af7316e0,5,"Wow, this is even better than I expected!",positive
e49a1ccc94a53e7d359321eabab6587a,cfac0d6ffa23400c25da017e69a17370,4,"Good quality, comfortable and well made.",positive
5a130b9c6145e1104507b2fefb448417,4ade81c98608cbcec03c4c345efaed72,5,Best purchase I've made in a while. Highly recommend!,positive
70ecbf86a601d639ac3198eb5b1a33da,0807e3831ca17d1d980903674c61d019,5,Best purchase I've made in a while. Highly recommend!,positive
aeddc5126f21a0bb7e9400b3d534f14d,7a1ba2b6951950af57efc4c1a7fe9fe2,4,Pretty good! Slight colour difference from the photo but still nice.,positive
ce1bf56f1bf1ec16bd2fb5c070dab184,388a9117213936e0290e6e7d50f9fee0,3,"Not bad, not great. It works but feels a bit cheap.",neutral
3c214a4916be92093201a379d708902a,5c52bc8eeaca96c7b9ed2d47db358f43,4,"Works well, does exactly what it says. Solid buy.",positive
36b726983614d21c8671fab032c7a51c,7e772cb45f952aa56139d1cce1c308dd,5,Great value for money. Couldn't be happier.,positive
a90280b53f8bf48fbd73d6c12502deda,1b5afefbbcfd69807bab110d1ffe7cda,3,Average product. Expected a bit more for the price.,neutral
2dbb11d60ffe0c709dab84e5d98077bc,e7b01e38e214dfdeaa5c9c98f911a7e4,5,"Five stars, no complaints at all. Would buy again.",positive
43c433901a1c046dcc21abbac36671d5,ff1c777a8addd690846357ab7d2adf5d,5,Top quality product. Will definitely be ordering more.,positive
746dc78fa60a89d010d2555556d0ab4b,bd6a5598892338bf9e6ad1f5ba2d1f4c,3,Took ages to arrive. Product itself is fine though.,neutral
b326f67288f003f81c50333c7647f723,2e0f7f4c596ba8da4bd2be65336fec1b,5,Best purchase I've made in a while. Highly recommend!,positive
9a57557855ef31166322fe14855779f8,bcb761f4d8fa749e23ae01bebabe8b78,5,Great value for money. Couldn't be happier.,positive
288ebc5ebb6e15e0d961566ba3655415,f6670eadd56bce14f9aa4623bb40c7cc,5,"Wow, this is even better than I expected!",positive
